"CovertedTime","Time","NR_Perspiration","Perspiration","HR_z","BR_z","Session"
2018-06-22 13:52:32,17,"0.00555926767635619","0.004525760875",73,17,"RestingBaseline"
2018-06-22 13:52:33,18,"0.00554096576117156","0.00476107914285714",72,17,"RestingBaseline"
2018-06-22 13:52:34,19,"0.00552386240644999","0.005911011625",71,17,"RestingBaseline"
2018-06-22 13:52:35,20,"0.00550784243732589","0.00453290228571429",70,17,"RestingBaseline"
2018-06-22 13:52:36,21,"0.0054928840717459","0.00560455975",70,17,"RestingBaseline"
2018-06-22 13:52:37,22,"0.00547887186972668","0.00570609057142857",72,17,"RestingBaseline"
2018-06-22 13:52:38,23,"0.00546577661668761","0.004623579625",72,17,"RestingBaseline"
2018-06-22 13:52:39,24,"0.0054534892307053","0.00545532185714286",72,17,"RestingBaseline"
2018-06-22 13:52:40,25,"0.00544197209205594","0.005058468",73,17,"RestingBaseline"
2018-06-22 13:52:41,26,"0.00543111650697977","0.00461712685714286",74,17,"RestingBaseline"
2018-06-22 13:52:42,27,"0.00542086741927901","0.005485403375",73,17,"RestingBaseline"
2018-06-22 13:52:43,28,"0.0054111099664787","0.00461037928571429",74,17,"RestingBaseline"
2018-06-22 13:52:44,29,"0.00540176692874243","0.005910696375",74,17,"RestingBaseline"
2018-06-22 13:52:45,30,"0.00539272096311335","0.00452639628571429",73,17,"RestingBaseline"
2018-06-22 13:52:46,31,"0.00538388264962515","0.0046820675",71,17,"RestingBaseline"
2018-06-22 13:52:47,32,"0.00537515280538937","0.00525577042857143",72,17,"RestingBaseline"
2018-06-22 13:52:48,33,"0.00536646097520769","0.0051832625",72,17,"RestingBaseline"
2018-06-22 13:52:49,34,"0.00535776034075915","0.00625350185714286",72,17,"RestingBaseline"
2018-06-22 13:52:50,35,"0.00534903967122395","0.006888602875",69,17,"RestingBaseline"
2018-06-22 13:52:51,36,"0.00534032553181854","0.00472527528571429",70,17,"RestingBaseline"
2018-06-22 13:52:52,37,"0.00533167947402745","0.005236562",69,17,"RestingBaseline"
2018-06-22 13:52:53,38,"0.00532317960017452","0.00493956042857143",66,17,"RestingBaseline"
2018-06-22 13:52:54,39,"0.00531492765742592","0.00372160125",66,16,"RestingBaseline"
2018-06-22 13:52:55,40,"0.00530700074713703","0.00534312585714286",69,16,"RestingBaseline"
2018-06-22 13:52:56,41,"0.00529949200379136","0.005561092125",70,16,"RestingBaseline"
2018-06-22 13:52:57,42,"0.00529244113598709","0.00518424685714286",69,16,"RestingBaseline"
2018-06-22 13:52:58,43,"0.00528591208218417","0.00481617475",69,16,"RestingBaseline"
2018-06-22 13:52:59,44,"0.00527991212182114","0.00437391557142857",69,16,"RestingBaseline"
