"CovertedTime","Time","NR_Perspiration","Perspiration","HR_z","BR_z","Session"
2018-06-25 13:37:28,105,"0.00617913491823839","0.00524112585714286",84,14,"RestingBaseline"
2018-06-25 13:37:29,106,"0.00620008144201731","0.00387214685714286",84,14,"RestingBaseline"
2018-06-25 13:37:30,107,"0.00622197119346328","0.00971589214285714",85,14,"RestingBaseline"
2018-06-25 13:37:31,108,"0.0062438253633254","0.00801270928571429",85,14,"RestingBaseline"
2018-06-25 13:37:32,109,"0.00626176050507087","0.0023655974",85,14,"RestingBaseline"
2018-06-25 13:37:33,110,"0.00627809570487227","0.00445927785714286",85,14,"RestingBaseline"
2018-06-25 13:37:34,111,"0.0062953241020482","0.009979288125",87,14,"RestingBaseline"
2018-06-25 13:37:35,112,"0.00630793784723263","0.009487214",86,14,"RestingBaseline"
2018-06-25 13:37:36,113,"0.00631464742283525","0.007742439625",86,14,"RestingBaseline"
2018-06-25 13:37:37,114,"0.0063149721874276","0.0148524414285714",89,14,"RestingBaseline"
2018-06-25 13:37:38,115,"0.00630824338379869","0.014793563",89,14,"RestingBaseline"
2018-06-25 13:37:39,116,"0.00629480092586839","0.00919913542857143",88,14,"RestingBaseline"
2018-06-25 13:37:40,117,"0.00627478089256037","0.00562067675",87,14,"RestingBaseline"
2018-06-25 13:37:41,118,"0.00624921208295303","0.00732402257142857",87,15,"RestingBaseline"
2018-06-25 13:37:42,119,"0.00621887121856731","0.004655175875",86,15,"RestingBaseline"
2018-06-25 13:37:43,120,"0.0061850897230865","0.00832430528571429",84,15,"RestingBaseline"
2018-06-25 13:37:44,121,"0.00614894080796399","0.005571399125",84,15,"RestingBaseline"
2018-06-25 13:37:45,122,"0.00611168127804842","0.00849096771428571",85,15,"RestingBaseline"
2018-06-25 13:37:46,123,"0.00607438434239612","0.0068966985",89,15,"RestingBaseline"
2018-06-25 13:37:47,124,"0.00603800999199716","0.00630679214285714",92,15,"RestingBaseline"
2018-06-25 13:37:48,125,"0.0060034462346466","0.004832965875",91,15,"RestingBaseline"
2018-06-25 13:37:49,126,"0.00597125715537233","0.005361715",88,15,"RestingBaseline"
2018-06-25 13:37:50,127,"0.00594384719583507","0.00363761871428571",87,15,"RestingBaseline"
2018-06-25 13:37:51,128,"0.00591919153321411","0.00347213571428571",85,15,"RestingBaseline"
2018-06-25 13:37:52,129,"0.00589595865644341","0.00459908625",84,15,"RestingBaseline"
2018-06-25 13:37:53,130,"0.00587584258256385","0.00925908042857143",85,15,"RestingBaseline"
2018-06-25 13:37:54,131,"0.00585876211553163","0.008007651",88,15,"RestingBaseline"
2018-06-25 13:37:55,132,"0.00584426307794758","0.00464599457142857",89,15,"RestingBaseline"
2018-06-25 13:37:56,133,"0.00583205323389657","0.008313897625",87,15,"RestingBaseline"
2018-06-25 13:37:57,134,"0.00582161619182773","0.00562529285714286",85,15,"RestingBaseline"
2018-06-25 13:37:58,135,"0.0058126123481196","0.005947444125",85,15,"RestingBaseline"
2018-06-25 13:37:59,136,"0.00580512350909117","0.00242285633333333",89,15,"RestingBaseline"
2018-06-25 13:38:00,137,"0.00579833617529677","0.009547895875",90,15,"RestingBaseline"
2018-06-25 13:38:01,138,"0.0057920254771666","0.00415289783333333",86,15,"RestingBaseline"
2018-06-25 13:38:02,139,"0.00578613861373773","0.008036848875",82,15,"RestingBaseline"
2018-06-25 13:38:03,140,"0.0057806082516692","0.00199726133333333",82,15,"RestingBaseline"
2018-06-25 13:38:04,141,"0.00577549976702387","0.008045417375",85,15,"RestingBaseline"
2018-06-25 13:38:05,142,"0.00577053403656333","0.006841079",86,15,"RestingBaseline"
2018-06-25 13:38:06,143,"0.00576623298139271","0.0034459505",85,15,"RestingBaseline"
2018-06-25 13:38:07,144,"0.00576267266182009","0.00476857071428571",84,15,"RestingBaseline"
2018-06-25 13:38:08,145,"0.00575996861055313","0.003827290625",86,15,"RestingBaseline"
2018-06-25 13:38:09,146,"0.00575812131416169","0.004574861",88,15,"RestingBaseline"
2018-06-25 13:38:10,147,"0.00575716330142581","0.006573593375",88,15,"RestingBaseline"
2018-06-25 13:38:11,148,"0.00575701697839072","0.00402956714285714",86,14,"RestingBaseline"
2018-06-25 13:38:12,149,"0.00575758935202604","0.00565047171428571",86,14,"RestingBaseline"
2018-06-25 13:38:13,150,"0.00575879622001441","0.00707489871428571",87,14,"RestingBaseline"
2018-06-25 13:38:14,151,"0.00576077432539276","0.006538833375",88,14,"RestingBaseline"
2018-06-25 13:38:15,152,"0.00576343712613711","0.00544237142857143",88,14,"RestingBaseline"
2018-06-25 13:38:16,153,"0.00576658471305935","0.00447827828571429",88,14,"RestingBaseline"
2018-06-25 13:38:17,154,"0.00577040253891486","0.00582370457142857",89,14,"RestingBaseline"
2018-06-25 13:38:18,155,"0.00577529723177921","0.006575445375",87,14,"RestingBaseline"
2018-06-25 13:38:19,156,"0.00578105204870995","0.00398195685714286",86,14,"RestingBaseline"
