"CovertedTime","Time","NR_Perspiration","Perspiration","HR_z","BR_z","Session"
2018-06-26 10:49:57,7,0.0139639386856629,0.0143992745,101,9,"RestingBaseline"
2018-06-26 10:49:58,8,0.0139435867249852,0.00548114,102,9,"RestingBaseline"
2018-06-26 10:49:59,9,0.0139197818644191,0.007301497875,103,9,"RestingBaseline"
2018-06-26 10:50:00,10,0.0138973901396458,0.00685237328571429,104,9,"RestingBaseline"
2018-06-26 10:50:01,11,0.0138810759648633,0.00552501125,106,9,"RestingBaseline"
2018-06-26 10:50:02,12,0.0138743194914984,0.00370204814285714,106,9,"RestingBaseline"
2018-06-26 10:50:03,13,0.0138805311040459,0.00365862125,103,8,"RestingBaseline"
2018-06-26 10:50:04,14,0.0139010401685353,0.00562190142857143,100,8,"RestingBaseline"
2018-06-26 10:50:05,15,0.0139375062173862,0.008211576625,99,8,"RestingBaseline"
2018-06-26 10:50:06,16,0.0139894449426628,0.00415555385714286,96,8,"RestingBaseline"
2018-06-26 10:50:07,17,0.014023062894051,0.03740171,93,8,"RestingBaseline"
2018-06-26 10:50:08,18,0.0140370251979194,0.04063207,92,8,"RestingBaseline"
2018-06-26 10:50:09,19,0.014088382389952,0.033322905,92,8,"RestingBaseline"
2018-06-26 10:50:10,20,0.0141761755499296,0.0115809002857143,92,8,"RestingBaseline"
2018-06-26 10:50:11,21,0.0142777104981071,0.010193893875,93,8,"RestingBaseline"
2018-06-26 10:50:12,22,0.0143914262476395,0.010372544,93,8,"RestingBaseline"
2018-06-26 10:50:13,23,0.0145168318484851,0.009424041125,92,8,"RestingBaseline"
2018-06-26 10:50:14,24,0.0146523409823672,0.00993534328571428,91,8,"RestingBaseline"
2018-06-26 10:50:15,25,0.0147971281569163,0.010766034375,91,7,"RestingBaseline"
2018-06-26 10:50:16,26,0.0149493527898803,0.00936502285714286,90,7,"RestingBaseline"
2018-06-26 10:50:17,27,0.0151075933688468,0.01088056825,93,7,"RestingBaseline"
2018-06-26 10:50:18,28,0.0152696767852451,0.0158647471428571,96,7,"RestingBaseline"
