"CovertedTime","Time","NR_Perspiration","Perspiration","HR_z","BR_z","Session"
2018-06-28 16:04:57,12,"0.00561687819217254","0.0050217785",90,15,"RestingBaseline"
2018-06-28 16:04:58,13,"0.00563701267244191","0.00590657785714286",90,15,"RestingBaseline"
2018-06-28 16:04:59,14,"0.0056570206987765","0.006666179",90,15,"RestingBaseline"
2018-06-28 16:05:00,15,"0.00567690721844511","0.00552865957142857",90,15,"RestingBaseline"
2018-06-28 16:05:01,16,"0.0056953547267868","0.00575203885714286",89,15,"RestingBaseline"
2018-06-28 16:05:02,17,"0.00571499904944517","0.00527186025",87,15,"RestingBaseline"
2018-06-28 16:05:03,18,"0.00573581856896494","0.006041164125",87,15,"RestingBaseline"
2018-06-28 16:05:04,19,"0.00575521060954542","0.00605929714285714",88,15,"RestingBaseline"
2018-06-28 16:05:05,20,"0.00577447513171134","0.004932300625",89,15,"RestingBaseline"
2018-06-28 16:05:06,21,"0.00579488507814264","0.005321626875",89,15,"RestingBaseline"
2018-06-28 16:05:07,22,"0.00581388497844403","0.00631452071428571",89,15,"RestingBaseline"
2018-06-28 16:05:08,23,"0.00583274416474398","0.00627493375",91,15,"RestingBaseline"
2018-06-28 16:05:09,24,"0.0058514610180752","0.00551836142857143",91,15,"RestingBaseline"
2018-06-28 16:05:10,25,"0.00587001892048729","0.0055949115",91,15,"RestingBaseline"
2018-06-28 16:05:11,26,"0.00588841319159745","0.00574432957142857",88,15,"RestingBaseline"
2018-06-28 16:05:12,27,"0.00590662238611978","0.00624975525",87,15,"RestingBaseline"
2018-06-28 16:05:13,28,"0.00592463960756847","0.00549227742857143",87,15,"RestingBaseline"
2018-06-28 16:05:14,29,"0.00594243917569452","0.00451309675",87,15,"RestingBaseline"
2018-06-28 16:05:15,30,"0.00596001348314083","0.00679179742857143",87,15,"RestingBaseline"
2018-06-28 16:05:16,31,"0.00597733402234675","0.00737160675",90,15,"RestingBaseline"
2018-06-28 16:05:17,32,"0.0059943944787238","0.00682469742857143",90,15,"RestingBaseline"
2018-06-28 16:05:18,33,"0.00601116563218388","0.004924341875",89,15,"RestingBaseline"
2018-06-28 16:05:19,34,"0.00602764469048656","0.00646859214285714",89,15,"RestingBaseline"
2018-06-28 16:05:20,35,"0.00604380429884987","0.00751046525",91,15,"RestingBaseline"
2018-06-28 16:05:21,36,"0.00605860479175013","0.00683625483333333",91,15,"RestingBaseline"
2018-06-28 16:05:22,37,"0.00607310264864733","0.006763574125",90,15,"RestingBaseline"
2018-06-28 16:05:23,38,"0.00608832199579252","0.00811284842857143",91,15,"RestingBaseline"
2018-06-28 16:05:24,39,"0.00610319614457546","0.00744111025",90,15,"RestingBaseline"
2018-06-28 16:05:25,40,"0.00611774280878608","0.00683858485714286",88,15,"RestingBaseline"
2018-06-28 16:05:26,41,"0.00613195443524744","0.005221454875",86,15,"RestingBaseline"
2018-06-28 16:05:27,42,"0.00614585687029082","0.00609939557142857",88,15,"RestingBaseline"
2018-06-28 16:05:28,43,"0.00615945237787459","0.006592131875",89,15,"RestingBaseline"
2018-06-28 16:05:29,44,"0.00617277395516787","0.00652441257142857",89,15,"RestingBaseline"
2018-06-28 16:05:30,45,"0.00618583372406717","0.007853169875",90,15,"RestingBaseline"
2018-06-28 16:05:31,46,"0.00619866991657947","0.00799411914285714",91,15,"RestingBaseline"
2018-06-28 16:05:32,47,"0.0062113034788752","0.006793149375",91,15,"RestingBaseline"
2018-06-28 16:05:33,48,"0.00622377520313458","0.00683780128571429",90,15,"RestingBaseline"
2018-06-28 16:05:34,49,"0.00623529469537767","0.00596753457142857",88,15,"RestingBaseline"
2018-06-28 16:05:35,50,"0.00624672849575228","0.00651743271428571",90,15,"RestingBaseline"
2018-06-28 16:05:36,51,"0.00625810528861965","0.00517427185714286",91,15,"RestingBaseline"
2018-06-28 16:05:37,52,"0.00626945329050652","0.00589941614285714",90,15,"RestingBaseline"
2018-06-28 16:05:38,53,"0.00628161113527113","0.006409678",89,15,"RestingBaseline"
2018-06-28 16:05:39,54,"0.00629379801517504","0.005831283",90,15,"RestingBaseline"
2018-06-28 16:05:40,55,"0.0063060447982173","0.004323409",88,15,"RestingBaseline"
2018-06-28 16:05:41,56,"0.00631837412327912","0.005651309",87,15,"RestingBaseline"
2018-06-28 16:05:42,57,"0.0063308124688889","0.005953876875",88,15,"RestingBaseline"
